2018.12.19 12:18,323,1dnj****,211.36.***.225,0,2,조~깟~~노,
2018.04.05 11:13,538,naco****,59.16.***.216,1,1,현대자동차 무척 어렵고 판매도 않되고...생산성은 떨어지고...현정부의 육성책 없이 스스로 죽어가야하는 자동차 2차업체..한국단자 죽지 말아야 하는데 ...어렵게만 보인다...쩝.,"['놀고.자빠졌네', '곧 망할거로 보인다 싹수가 그래 ㅉㅉㅉ']"
2018.04.04 11:20,517,hmid****,220.72.***.220,3,3,"사든 팔든 다 자기 생각이 있어서 아닌가요?
또 손해를 보든 이익을 보든 다 책임질 능력 있어 하는거고..

남이사 사든 팔든 왜 이리도 말이 많은지
전 정말 모르겠네요.

빈 깡통이 소리만 요란한건 아닌지^^","['쿠도야. 너거 똘마니한테 가가\n오늘 하한가 함 때리라케라.\n\n반 정도 사주께.', '주식판의 하이에나들 인가요? ㅎㅎ\n남의 불행을 먹고사는 하이에나들 ㅋㅋ', 'hmid****야 누가 너보고 머라고 했어?? 이거 초딩이야 머야?? 니 맘대로하고 게시판보지말고 너 꼴리는대로 해 ㅉㅉㅉ']"
2018.04.03 12:03,246,j009****,210.104.***.41,0,2,"어이. 멜치야.
내가 갈치 델꼬왔는데.
퍼뜩 튀라.
가만 있으모 잡아 무킨다.",[]
2018.04.02 16:21,511,ftsl****,211.33.***.117,10,0,"주주님들 안녕하세요.

워낙 분산을 많이 해서 이것저것 갖고있는 종목이 많은데, 한국단자도 며칠 전부터 조금씩 사 모으고 있습니다.

기관이 계속 매도로 일관하는 이유는.. 제가 보기엔 실적악화 때문일 듯 싶네요.

지금 자동차 산업이 전반적으로 어려운 상황이며, 인구감소에 따라 자동차 수요도 자연스레 감소할 수 밖에 없습니다.

다행히 한국단자는 한국GM에 납품하는 물량이 극히 적다고 알고있어서 한국GM 철수와는 크게 관련이 없을 것 같구요.

그러나 현기차의 매출 감소가 한국단자에 영향을 미친다고 볼 수 있겠네요.

하락세가 계속 이어지다가 분기실적이 공시될때쯤 정점에 달할 것 같구요, 실적이 회복되는 것을 확인하고 나면 서서히 다시 회복하지 않을까 싶습니다.

자금 여유가 있는 분들은 버틸 수 있으면 버티시고, 그렇지 않은 분들은 지금이라도 매도했다가 나중에 다시 매수하시는 편이 좋을 것 같습니다.

모쪼록 다들 성투하시고, 행복하시길 바랍니다.",[]
2018.03.30 15:00,923,j009****,210.104.***.41,3,3,"오메. 조은 거.
이 두꺼비들 노래 부르고 있나.

어이, 세력들 따라해바.
두껍아 두껍아 헌집 줄게 새집다오.
지금부터 목터지게 백번만 불러라.

그라모 새집 지을 물량이 나오끼거마는","['내가 절대로 못 올라가는 수급구조라고 말 했지?? 했냐? 안했냐?? 이 똘빡들아 ㅉㅉㅉ\n다시 도로 다 내려오니까 물릴준비나 해라 ㅋㅋㅉㅉㅉ', '외인은 2달동안 얼마나 샀는지 봐라!!', '모하는 ㄱ 세 ㄲ', '오늘은 샀는디...']"
2018.03.30 13:41,613,j009****,210.104.***.41,4,3,"썩을 노무시끼들이 장난치는 장이다.

코스피가 올라면 고만고만, 내리면 퍽락.
더 이상 팔 개미가 없자 물량은 말라버리다.

세력도 못 먹고, 개미도 계륵인 장이다.
그러면 누가 따 먹을까.

찐득하게 기다리는 쪽이 묵는다.
개미들이여 단 한주도 팔지 마라.

참고 기다리라. 그러면 따 물수 있다.
작금에서 승리할려면 물량을 잠구는 것이다.

세력 저것들끼리 돌림빵하거로 가만히 놔두라.
4월까지만 단 한주도 팔지말고 기다려바라.

그러면 알 것이다.
신용한 개미는 빨리 정리하는 게 맞으므로
오늘부로 손절매하든지 아님 알아서 해라.

시간은 나의 편에 있다고 여기면 이길 수 있다.",[]
2018.03.29 18:16,467,j009****,210.104.***.41,1,1,"(수익성) 야호
영업이익률은 떨어졌으나 영업이익 500억 가량
순이익률은 떨어졌어도 순이익은 700억 가량 발생

(안정성) 양호
부채비율 40%정도

그리고 성장성, 현금회전률도 괜찮은데

대차거래량은 1월 19일부터 급증하더니(103,090주)
계속해서 증가하여 3월 19일 현재 114,346주임.

이는 무얼 의미일까.
그래서 주가가 떨어지나.

금융감독원 신고할라카모
어떤 행위에 대해 하면 효과가 있을까.

뭘 알아야 신고를 하지.
좀 갈켜줘요.","['오닉스. 외인들은 사들이고 있는데요.\n기관들이 누구 오다받고 장난치는 것 같은데\n어떻게 생각하나요.', '잘 들으세요 요세 자동차업ㅎ황 안 좋은거 알죠? 한국단자 수소차 태마도 아니고 내연기관자동차 부품 관련주에요 총 매출에 72%로 자동차부품인데 당신이 외국인,기관이면 이 주식 사겠소?? ㅉㅉ 지혜로운 판단은 당신들의 몫이요', 'j009**** 님 내가 일주일 전부터 대차 얘기하면서 팔라고할땐 찍소리도 안하다가 이제와선 왠 뒷북이야?? 대차거래가 왜 증가하다니?? 그걸 질문이라고 해요?? 주가가 더 빠질거라 믿으니까 외국인이 대차를 치는거지 ㅠㅠ 심심해서 그럴까?? ㅉㅉㅉ']"
2018.03.29 14:24,363,6301****,211.202.***.16,4,2,주가는 하락중,['분노게이지가 급등하다가 터져버리는게 순서인데 너는 다시 급등아래 상승이냐?? ㅉㅉㅉ\n너같은 넘이 있어 단자는 안되는거야 이름도 ㅅㅂ 단자가머냐?? ㅉㅉㅉ 어이 63년생 정신차리고 시간낭비 그만해 ㅉㅉㅉ']
2018.03.27 12:55,736,wltj****,39.7.***.226,5,4,"최저실적이나올것이다
자동차 망함","['힘다빠지서 내려갈 용기도 없다', '이제 바닥 쳤다. 물타기 해야~~']"
2018.03.26 20:30,413,6301****,119.18.***.100,1,0,소낙비는 엉겹결에 피해서 살아남지만....,['폭등장에 이정도면 가랑비가 아니라 태풍수준이ㅁ']
2018.03.26 19:32,526,capt****,220.92.***.115,2,1,"840 주에 378000 원
65400원 x 840 주
5400만원 넘게 투자하여 은행에 두면
세금 떼고도 백만원이 넝는데 이넘은
중간배당 다 합쳐도 70만원이 안돼요

오늘 손절했으니 뭐라하긴 그렇지만
주당 13000원 x840주면 ...뼈골이 쑤십니다

내가 팔았으니 이제 오르겠지요",['배당보고 투자한거 아니자나']
2018.03.26 18:09,339,jjjj****,175.223.***.219,0,1,정말 이 회사는 성의가 없군요. 주가 체크도 안하고...,[]
2018.03.26 17:16,337,canc****,221.141.***.134,0,0,10주 보초병 사망..,[]
2018.03.26 16:59,474,capt****,220.92.***.115,7,2,승계비용이 많이 드니 주가 높으면 상속 증여세 줄일려고 주가 떨어트려 아들이 대주주로 있는 비상장 계열사 케이티 인터내션날에서 주어 모으고 있는 중이며 주가 조작으로 고발 대상임,"['capt****이봐 당신이 고발 안할거면 쓸대없는 글 올리지마 너 같은 인간은 박쥐라고해 알어?? ㅉㅉㅉ', '당신이 하세요 난 오늘다던졌거든 지금 바로 더 빠지면 살려고 얼쩡대고 있는 중', '말로만 그러지말고 제발 고발 좀 하세요 금융감독원에 제발 ㅠㅠ 주가 좀 확 빠지게 ^^']"
2018.03.26 16:36,313,ljh8****,223.62.***.6,1,2,인내력 키우다 암 걸릴 사람 많겠다~ 뭔노무 회사가 안만하게 끝없이 떨어지냐! 3만원대 보겠다,[]
2018.03.26 15:48,294,6301****,211.202.***.16,2,1,개미만 매수,['손절을 안하는 매매는 죽은 매매다 명심해라 입으론 외국인도 떠난다하면서 매도손이 안나가지?? 그래서 넌흰 하수라는거야 ㅋㅋㅋㅉㅉㅉ']
2018.03.26 13:06,269,6301****,211.202.***.16,1,2,ㅋㅋ,[]
2018.03.26 11:32,564,kurt****,175.223.***.227,2,1,"65000원에 30주로 시작해서
계속 물타기 하다보니
지금 평단이 57000원에 450주 있는데
이렇게 떨어지기만 하는 주식도 처음인듯","['나는평단67000원이요 .onix 개잔상 개집가서 놀아라 진상아.', 'kudo 너 하늘것 보고 오늘 750주 땡겼다', 'kudo은 왜 악담을 할까 허접한 인간.', '주식판에서 장담하는놈도 다있네 껄껄껄', '내가 장담하는데 넌 때려죽여도 먹고 팔수 없다 내가 장담할게 ㅉㅉㅉ']"
2018.03.26 05:32,351,j009****,222.97.***.106,1,0,"소액주주가 질문한 건은
무엇이며, 어찌 진행되고 있는지 

소상히는 못밝히더라도 
뭐라도 좀 밝혀야지 

이거원 답답해서 
담당자는 뭐하는거지.

누구 아시는 분 있으면
시원하게 말씀 좀 해주세요.",[]
2018.03.26 20:11,280,naco****,59.16.***.216,0,0,주주총회는 한국단자 직원들만 모여서형식적으로 진행하는 거야...짜고 고스톱치는 거지..이런덴 주주들 아무도 참석 않합니다..,[]
2018.03.21 14:16,769,naco****,59.16.***.216,4,2,아들에게 회사 넘겨 주려고 하는 거겠지..아버지는 경영에서 손 놓고..아들이 하려면 싼값에 왕창 사놔야겠지...가족들 모두 아들에게 밀어주는 듯 함...맞을 걸..,"['ㅇㅇ', '아는 사람은 이미 다 아는 이야기....']"
2018.03.21 08:29,356,plz7****,58.127.***.146,2,1,설레발설레발,['너 때문에 4만 가겠다^^']
2018.03.20 14:50,393,plz7****,58.127.***.146,0,1,촉수임?,['내가 팔았거든....']
2018.03.19 23:59,637,free****,210.2.***.251,5,2,"올린 이유는...


1. 회사관계자들이 장내매도로 주식 팔고, 아들이 대주주로 있는 회사에서 주식을 사들이고 있음

--> 경영승계 과정 의심 1

2. 사업보고서가 아직 안 나와서 모르겠지만, 매출액은 증가하는데 이익은 감소.

---> 매출 증가하는데 재무제표 마사지해서 영업이익 감소로 나오게 해서 주가 떨어뜨리는 것도

역시 경영승계과정에서 나오는 거죠.


3. 삼성전기, 해성디에스 전장부품 관련 주들 날라가는데 한국단자는 혼자 빌빌


----> 혼자 따로 노는 이유는 보통 뭔가 이유가 있죠.



그래서 한 번 올려놓고 지켜보렵니다. 일단 수급이 안 좋으니 투자는 보류하되...
나쁜 기업은 아닌 듯 하니 기회가 오겠죠","['kw11****넌 왜 쓸데없이 한국단자 좋다고 개미들 꼬셔서 손해끼치는데 ?? 넌 나 잘해 남이야 안좋은걸 안 좋다 말했을 뿐이고 아직 많이 더 빠져야 될 주식이라 안 좋다 계속하는거야 다시말해 비싼주식 더 내려오면 사도 충분하단 말이다 50000원 깨지면 분할매수 할거다 왜?? ㅋㅋ ㅉㅉㅉ', 'free**** 님 당신이 크게 착각하는게 있어요 ㅉㅉㅉ 삼성전기와 한국단자는 업종자체가 틀려요 ㅠㅠ 한국단자는 자동차에 비중이 큰 썩은회사고 삼성전기는 아니티쪽이야 멀 제대로 알고 얘기를 해야지 ㅉㅉㅉ']"
2018.03.19 21:37,522,kurt****,175.223.***.165,3,1,"한국단자 야금야금 매집중 인거 같은데
맞나요?",[]
2018.03.19 16:08,567,jjjj****,175.223.***.158,0,2,바닥,['앞으로 2년은 더 떨어짐']
2018.03.19 11:39,386,plz7****,58.127.***.146,1,2,ㅋ,[]
2018.03.18 01:49,1002,yc76****,45.112.***.21,1,5,http://m.sisaweek.com/news/articleView.html?idxno=95455,"['너희 개미주주들이 무능해서 그렇치 주통때가서 때려없어봐 그래야 게내들도 정신차리지 말로만 떠들면 머하냐?? 계집이냐 ㅉㅉㅉ', '이 뉴스의 사실 여부나 어느정도가 사실인지의 여부 그리고 구체적으로 어떤 내부 사정이나 오너가 사정이 있는지를 정확히 아는 것은 한국단자라는 회사와 오너의 정직성을 알 수 있는 매우 중요한 척도가 될 수 있을텐데, 이런 류의 기사는 특정 기업 리더들의 정직성을 투자에서 무엇보다도 중시하는 이들에게는 매우 중요한 정보라고 생각함...물론 대한민국의 전체적인 평균이 낮고 나쁜 관행들이 많은 것은 익히 알고 있지만 그럼에도 불구하고 그렇지 않는 기업들이 있지 않는가..오뚜기가 좋은 예가 되지 않을까...', '혹시 주총 참석자 분들 중에 주총에서 이런 이슈나 질의 응답이 나오지는 않았는지 알려주실수 있으면 좀...', '위 기사에 대한 한국단자나 오너 측의 입장을 꼭 듣고 싶음....', '한국단자 투자 이유는 유망함이나 실적도 실적이지만 정직한 기업이라고 정말 믿고 투자했던 기업이었는데....', '그리고 실재로 계승 관련해서 돈이 부족해서인지 아니면 있는 돈 내놓기 싫어서 (세금내기 싫어서) 편법을 쓰고 있는지도 알고 싶음...돈이 부족하고 아들이 정말 유능하더라 하면 좀 이해가 되는데, 돈은 쌓아두고 세금으로는 한 푼도 낼 수 없다는 수전노 심뽀인지...그리고 김정은의 북한처럼 아들이 무조건 계승해야된다는 석기시대 발상을 가지고 있는지도 궁금함...', '당사자인 한국단자 오너는 위 기사에 대해 입장을 표명해주었으면...여기 주주들 게시판에라도 주식담당직원을 통해서라도 위 기사에 대한 변명이나 해명을 해주었으면, 회사에 대한 신뢰가 다시 생기고 오해라면 오해를 풀 수도 있을텐데...', '한국단자공업의 아들 회사 활용법\n기사승인 2017.08.11 15:20:30', 'ㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋ이제 매수하면 되나? 언제쩍 뉴스로 도배 재탕이고?? 뚝배기 고만 돌리고ㅋㅋ 계속 지켜보고 있었는데 이제 슬슬 담가보까ㅋㅋㄲㅋ10프로만 처먹고 째야겠네ㅋㅋㅋㅋㅋㅋㅋ', '기관은 왜 한결같이 다들 팔고 있는지, 혹시 오너가 회사 일감몰아주기 행태에 불만을 가진 연기금이 팔아\n제끼면서 연기금 자금을 운영하는 투신 등도 같이 팔고 있는 건 아닌지...뭐 불법은 아니라니 어떻게 할 방도도 없고 그냥 2대 주주인 연기금은 팔고 떠날 수 밖에 라고 생각한 건지...', '그런데 이건 일감 몰아주기 차원이 아니고 거의 이익을 그대로 훔쳐가는 수준인 것 같은데....한국단자 주주의 이익을 오너가가 훔쳐가는 수준.....일감이 있어서가 아니라 없는 일감을 만들어서 준 것에 가까우니까 말임..', '참 한국단자는 안 그런 회사인줄 알았는데....실망이 크구먼...', '공정위에 신고하고 법을 바꿔서 이런 행태를 막아야 나라다운 나라가 되지 않을까 싶은데...']"
2018.03.16 16:44,638,plz7****,58.127.***.146,0,2,???,['반기배당?']
2018.03.16 14:55,334,6301****,211.202.***.16,0,1,오늘 기관들이 담합한것같다,[]
2018.03.16 09:22,358,plz7****,58.127.***.146,0,1,??,[]
2018.03.15 20:15,638,capt****,220.92.***.115,4,3,"세력의 베팅은 챠트에 나타나는데 후행성이래도 오래 축적된 데이터가 녹아있는 챠트는 신뢰상이 있습니다 그러나 주식상장이 오래 되었다 하여도
한단 처람 유통 주식수가 적은 주식의 챠트는
유의미를 두기가 어렵지요

지금 한국단자는 뫼인 매수 기관 매도의 구조입니다 외인은 절대 매도가 매수 안합니다 개인과 같이... 외인은 20일 넘게 꾸즌히 매수 중인데
단가를 계속 낮추고 기관 매도 물량이 소진은 안되더라도 잦아들기를 기다리는 거지요

기관도 그걸 모를리가 없지만 이미 포트폴리오 조정 지시를 받았으면 지돈도 아닌데 목표 수량까지 파는 것이지요

이런 유통 물량이 적은 주식 은 8000주 만주로도 상 보내 버릴 수 있으므로 기관의 매도하는 물량을 받아내는 외인들은 때가되면 급 상승 시킬 겁니다
개들이 바보라서 가망없는 주식을 줄창 매수만 하겠어요?

외인 매수 패턴을 주목하며 계속 평단을 낯추세요","['최근 읽은 내용중에 신뢰도가 있는 글이네요. 참고하도록 하겠습니다. 꾸벅~', '수익이 떨어지는건 자동차 부품업종 전반의 문제라고 봅니다 전방산업인 현기차 모비스가 죽쑤니 함께 그러하지요 GM이 철수 하거나 버벅거려 헌기차 반사이익으로 내수 80프로 장악했다하니 현기차에 납품하는 한단도 수익 개선이 되겠지만 지금 주가 빠지는 건 연기금 때문이지요 글뚝산업 팔고 제약 바이오로 포트 폴리오 재편으로 그런거 같네요', '분기별 실적이 계속악화되는거로 봐선 무슨문제가 있는듯하네 이익율 악화', '저는 부채비율 대비 . 유보율 비율이 높아서 평단 낮추면서 계속 매수중인데. CAP님처럼 분석한건 아니고\n그냥 감으로 매수중에 있습니다.\n성투하세요']"
2018.03.15 14:30,494,6301****,211.202.***.16,5,2,그냥 내 생각,"['저도 주총에서 악재 확인되면 상승할듯 합니다', '내 생각과 틀리면 비호감 누르면 되잖아 만약 숏커버들어오면 그냥 잠수해라', '숏커버 좋아하네 연기금 자동매도 프로그램 매물 나온다']"
2018.03.15 14:22,366,6301****,211.202.***.16,1,1,기쁨의 날이 오리니.......오긴 뭘와 인생은 사기다 ..앵그리맨에서 로빈윌리암스,[]
2018.03.15 13:33,330,plz7****,58.127.***.146,1,2,바겐세일임 골라잡아,[]
2018.03.15 12:56,574,capt****,220.92.***.115,2,0,"주가는 55500에서 노는데 56000원에 5분마다 66주씩 매도 매물 자동 프로그램 으로 던져 놓는세력의 의도는 ?

실제 매매가 체결이 안되?으니 공매 세력은 분명 아니고 주가가 떨어져야 하는 이유는 딱 두가지

1. 유통주가 얼마 안되니 세력이 원하는 가격이 이직 오지 않았다

2. 영감이 증여 상속세 덜 물려고 주가떨어트려 아들에게물려 줄려고

13시25분45초에 단1초도안틀리는 같은시각에 유안타., 부국 증권 KTB 증권에서1470주, 1827주, 1580주 매도 .... 이게 뭘 의미 할까요","['난..2번에 한표..증여하느라고 떨어뜨리고 있는것 같다.낼 주총 이사선임도 아버지 연임선출 한다던데..\n아들한테 증여 어느정도되면 그땐 올리려고 하겠지...', '화딱지 나네요']"
2018.03.15 12:14,395,canc****,221.141.***.134,0,0,정찰병 사망,['정찰 또 보내 ㄱㄱ']
2018.03.15 11:58,399,naco****,59.16.***.216,3,1,"이게 뭔미까?...무슨 작당을 하고 있는거지?
이렇게까지 악화된 경영문제면 임직원 감축하고 임금동결하고..임원은 30%임금 삭감하는 모습을 보이고...주식에 신경써라...사장아...",[]
2018.03.15 11:48,255,plz7****,58.127.***.146,1,1,짜리?자,[]
2018.03.15 11:37,335,plz7****,58.127.***.146,0,1,"ㄱㄱㄱㄱ 또사자

행운의 555 55500",[]
2018.03.15 10:23,341,eoqk****,112.186.***.41,5,0,"65000 에 샀다고 자랑질 하니까 그아래로 밀어버리고
57500 에 샀다고 깝죽대니까 그아래로 밀어버림",[]
2018.03.13 19:32,490,plz7****,58.127.***.146,2,5,ㅇㅈ?,['잘났시유']
2018.03.11 00:35,855,9609****,220.121.***.64,2,1,"17년 영업이익과 당기순이익 실적은 14년도와 비슷하네요.
14년도 평균 주가는 대략 5.4만원 정도 나오고..특정 시그널도 보이고..
별 이슈가 없다면 분할매수 시점이라 생각 되네요..
성투하세요.",['저도 오늘 좀 매수해볼 생각입니다.']
2018.03.09 14:05,693,naco****,59.16.***.216,2,0,"승질 나지만 물타기해서 기다려 보기로 했다..
2/4분기만 지나면 좀 오를거라 믿어보고 싶다.",[]
2018.03.09 15:13,433,naco****,59.16.***.216,3,0,잘 한거라 굳게 믿고 싶다...내가 아는 한국단자는 중장기 거래해야 한다.,['좋지않습니다^^ 보면 아실겁니다']
2018.03.08 21:57,472,ahj0****,118.37.***.204,3,1,지금도 비싸다,[]
2018.03.08 15:41,485,ktw0****,218.152.***.219,1,1,"나름 예상을 좀 해보고 들어가는데... 요건 정말 그냥 감으로 왔어요
투자금은 작으니, 얼마간 두고 보죠... 빠지던가 말던가 ㅎㅎ",[]
2018.03.08 16:04,521,gg19****,123.248.***.20,1,1,100퍼 수익내고 매도 하겠수,[]
2018.03.08 14:45,399,clov****,58.127.***.146,2,2,내일부터 올려라 ㅅㅂ,[]
2018.03.08 09:33,585,hmli****,119.194.***.111,0,2,다 들 가는데 혼자만 ...,['님 멀 알고 매매하세요? 투자라는 거창한 말은 하지맙시다 엿같은 주식가지고 ㅠㅠ 한국단자는 개성공단에서 거의99%로 철수해서 개성공단관련주 이젠 아닙니다. 주식담담자가 직접전해준 말입니다.']
2018.03.08 11:24,155,naco****,59.16.***.216,0,0,주총가서 지네들끼리 작당하는거 완전 저지합시다...주식이 올라야 가만히 사장이 경영하게 놔두지 ..가자 ..주총참석하러..,[]
2018.03.06 14:42,494,gg19****,223.62.***.183,2,1,참으로 암울하네 속았어,['어디가 강세장?']
2018.03.06 12:41,368,naco****,59.16.***.216,5,0,완전 갈때까지 가는건 경제여건도 있지만 아무래도 아들 승계 문제가 큰것같다.우리 모두 주주총회에 가서 경영실적 책임 물어봅시다.어떻게 주식 원상태로 돌려 놀 건지 따져봅시다.,[]
2018.03.05 18:38,807,gg19****,123.248.***.20,2,2,"3분기 영업이익 135억
4분기 영업이익 106억
단지 전분기대비 감소 했다고 이렇게 빠질까요?
개인주주들이 모르는 악재가 있지 않을까요?
적자 기업도 주가만 급등하느데 왜 이럴까 이상해요?",['외국인이 호구는아니죠 기다료봐야죠']
2018.03.05 18:52,422,gg19****,123.248.***.20,1,1,"26개월만에 반토막 3년째 조정받고 하락했으면
마이 빠짓다 아이가?
애라 모르겠다 갈때까지 가보자!!",[]
2018.03.05 15:25,502,izen****,211.168.***.126,0,1,"돈이 급해서
7만으로 반등줄때 잘 매도했는데

헐 이건 뭐

현차 실적이 안좋다구해도

이익률이 좀 하락해서 그렇지 매출이랑 전망은 우상향인데

너무한거아니요",[]
2018.03.05 13:25,411,ljh8****,223.38.***.68,2,1,끝이 어디인지 궁금하네~ 어차피 물린거 가보자!,[]
2018.03.04 20:49,599,iqbo****,1.225.***.143,3,1,"아들에게 물려주려는거 같은데

좀 과하게 하는거 같아요

국민연금 매도하지말고

부당한 경영에 일침을 가하세요.",[]
2018.03.04 05:56,409,song****,125.131.***.158,0,1,"세원정공을 닮을까봐
아직도 좀 겁나긴 하지만

60,000 에서 기다리는데
1년이 넘도록 안 내려 오네요.

마치 봄날
허공에 떠 있는 민들레 홀씨처러럼ㅡㅡㅡ

ㅋㅋ",[]
2018.03.01 19:30,1083,naco****,59.16.***.216,4,1,우짜쓰까나?...내돈 몽땅 꼴아박았는데...이회사 망하는건가? 노동시간 감소..임금상승..생산성 감소..있는직원 감원하고 임금 삭제 및 동결해야 겠지? 현기차 판매감소..수출감소 악재가 너무 많다.,"['khk3**** 님 내가 몇번을 얘기하냐고?? 그건 외국인이 매수하는게 아니고 받치는거라고 했죠 ㅠㅠ 진정한매수는 매도를 잡아먹으면서 위로 사는게 매수입니다 ㅉㅉㅉ 그리고 한국단자는 예전에도 그랬고 앞으로도 주포는 기관입니다 ㅠㅠ ㅉㅉㅉkhk3**** 님 당신이 외국인받치는거보고 매매했으니 얼마나 물려있는지 알수 있네요 ㅋㅋ^^', '외국인이 연일 매수하는게 생각없이 하겠나요?']"
2018.02.28 15:25,700,gg19****,123.248.***.20,0,1,"어제 300주 매수하여 손실봤어요
자신이 솔직해야 되요",['입으로는 안 좋다고 말하면서 어리석게도 한국단자응 매수햇다면 그건 어디가 모자란거 아닌가요 ?? ㅉㅉㅉ']
2018.02.28 15:07,576,gg19****,123.248.***.20,2,1,"2월12일날 문제 있는 회사라고 흰트 줬는데
어느 작자가 헛소리 하다 욕 먹고 답글 삭제하고
그랬죠 팩트를 주면 고맙게 생각해야 참된 인간인데
어디서 반말로 찌껄이고 주주로써 자격도 없는 사람이
너무 많아요 정확한 정보를 공유토록 합시다
참.!오늘 오전에 주주총회소집공고 한다고 전자공시
통해서 확인하라고 해요 주담은 아예 전화 안받고
경영팀에 연결하여 들었어요 공시보니 답 나왔네
2017년도 영업이익 ㅡ 661억 전년비 -243억 감소
순이익 ㅡ 559억 전년비-162억 감소
4분기 영업이익 ㅡ 106억으로 시장예상치 보다 50%
이상 감소 이러니 주가가 상승할 수 없지요
기관은 미리 알고 계속 팔았자나요
하지만 이미 주가에 선 반영 되었으니 좋은 날이 오겠지요
인내심을 발휘해서 기다림이 정답이라고 주주님들에게
드릴 말씀이 없군요???",[]
2018.02.28 14:59,392,gg19****,123.248.***.20,0,1,공감하오 이미 예고된 사항이요,[]
2018.02.26 12:22,499,yhka****,218.38.***.220,3,1,"43,000원까지..","['기다리자 83,000 까지...']"
2018.02.25 13:23,478,gmal****,211.36.***.79,0,0,"대규모 물품 공급계약 등을 한다 치더라도,
케이이티인터내셔널을 통한 공급이라면....
한국단자에 어떤 영향이 있을까요?

한국단자가 케이이티인터의 지분을 갖고
있나요?",[]
2018.02.23 13:52,560,gg19****,123.248.***.20,2,2,"주주로써 할말이 없어요 배당도 찔끔 주가도 연중 최저치 도대체 어떻게 된 회사야
안랩은 작년 영업이익 167억 달성 배당금 800원
이놈의 회사는 영업이익 800억 배당금 450원
유보율만 잔뜩 쌓아두고 뭐하겠다는 건지 도무지
이해가 안되요 정말이지 허탈하네요?
한마디로 기가 차네요?","['유보율이 현금은 아니지만\n아주 무관하지는 않아요.\n전에 내가 다니던 회사도 1부 상장회사였는데도\n주거래은행 차환발행 문제때문에\n아주 불황 때는 쓰레기도 안되는 불량품까지 재고로 계상하고\n부도나서 도망간 대리점 채권도 외상매출금으로 잡았다가\n호항때 떨어 버리곤 했으니까요.', '님? 님은 유보율의 개념자체를 모르는가본데 공부 더 하시요 유보율은 기계,부품하나하나의 중고가치까지 다 포함된것이고 현금성자산하고는 별개라 유보율이 곧 현금은 아니라는겁니다 ㅠㅠ']"
2018.02.22 11:16,500,naco****,59.16.***.216,3,1,"이원준 장남 아들한테 일감몰아주기 중인데...언제 끝날까? 차라리 세금내고 승계해라.
쪽팔리지만 자자손손 세습이니깐...빨리 끝내고 주가 올리기만 바랄 뿐..나도 돈잃어 승질난다.",[]
2018.02.21 11:59,655,sula****,211.36.***.32,4,1,"http://m.sisaweek.com/news/articleView.html?idxno=95455

위 기사에 따르면 한국단자공업 오너일가의 승계를 위해
오너 일가 개인 회사인(오너일가 지분율 100%) 케.이.티.인터내쇼날이란 회사가 한국단자공업 물건을 떼다가 팔아서 돈을 벌고, 그 돈으로 한국단자공업 지분율을 꾸준히 늘려가고 있음.

이창원 회장은 1936년생으로 고령이라 경영승계를 위해 그 아들인 이원준이 지분증여를 받아야 하는데, 이 과정에서 세금납부에 의한 지분율 희석을 피하기 위한 편법 증여 수단으로 일감몰아주기를 하고 거기서 나오는 이익금으로 한국단자공업 지분 취득하고 있다는 내용.

주주에게 돌아가야할 이익을 오너일가가 편취하고 있다는 내용임.

IPO해서 주주님들 돈 끌어서 회사 경영하고 어째 이런짓을?


케.이.티. 인터내쇼날은 이런식으로 꾸준히 지분 취득하여 현재 8%대 지분 보유중.
(아래 기사 참고)
http://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=277&aid=0004123338","['관심종목에 들어있는데...', '욕나오네', '한마디로 개스레기 주식이니 망해야한다 ㅉㅉㅉ']"
2018.02.20 13:28,392,naco****,59.16.***.191,2,1,KET 문제가 엄청 많나보네...잘될리는 없지만...우짤꼬..내돈 왕창 물렸는데...손절매 해야되나? ..바이오 살걸..아쉽당...셀트리온..삼성바이오..,[]
2018.02.12 10:00,1525,gg19****,123.248.***.20,7,2,"한국단자 전원 휴무 들어갔다고 함
도대체 물령이 없다는 뜻인데 가동율에 문제가
있어 보임 14일까지 4분기 실적을 발표해야 하는데
영업부 경리부에서 모르고 있었음 정말 의심스런 회사임
주주님들 참고하셈 오늘 아침 9시30분 통화 내용임",['khk3**** 난 널 고발하고싶다 너 미친거 아니니 ?? 그렇게 한국단자에 확신이 잇으면 왜 무식한 개미들 드글거리는 게시판에서 정보를 얻으러 들어와서 설치고 난리야 ㅉㅉㅉ']
2018.02.08 16:17,362,dw88****,121.179.***.166,3,2,여기개찌레기또잇네 내가이런개찌레기사다니 손가락을,['오늘 적극 매수중임다.']
2018.01.26 11:46,1413,2012****,180.65.***.99,5,5,"금새 수익 주네요
개인만 매도 중이고 기관 외인 매수중
홀딩하고
고고합시다
모두 힘내세요!",['개잡주 가지고 바람잡지마라 개미들 너때문에 노숙자된다 ㅠㅠ']
